ID,e1_pr,e1_vol,e1_s1,e1_s2,e1_s3,e1_s4,e1_s5,e1_mean,e1_var,e2_pr,e2_vol,e2_s1,e2_s2,e2_s3,e2_s4,e2_s5,e2_mean,e2_var,b1_pr,b1_vol,b1_s1,b1_s2,b1_s3,b1_s4,b1_s5,b1_mean,b1_var,b2_pr,b2_vol,b2_s1,b2_s2,b2_s3,b2_s4,b2_s5,b2_mean,b2_var
683,23.99,17051,0.79,0.1,0.01,0.01,0.09,4.5,1.4,25.99,10181,0.6,0.29,0.05,0.02,0.04,4.4,0.9,14.99,13586,0.66,0.22,0.04,0.01,0.07,4.4,1.2,14.99,19477,0.65,0.25,0.07,0.01,0.02,4.5,0.7
684,23.99,18403,0.65,0.25,0.07,0.01,0.02,4.5,0.7,27.99,14819,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,11649,0.56,0.35,0.04,0.04,0.01,4.4,0.7,14.99,16515,0.7,0.09,0.08,0.07,0.06,4.3,1.5
685,23.99,18863,0.71,0.18,0.05,0.03,0.03,4.5,0.9,23.99,19390,0.77,0.1,0.07,0.01,0.05,4.5,1.1,12.99,17959,0.6,0.29,0.05,0.02,0.04,4.4,0.9,16.99,17740,0.76,0.14,0.01,0.03,0.06,4.5,1.2
686,27.99,15734,0.46,0.42,0.1,0.01,0.01,4.3,0.6,25.99,18745,0.66,0.22,0.04,0.01,0.07,4.4,1.2,14.99,18819,0.61,0.24,0.04,0.05,0.06,4.3,1.3,16.99,15336,0.76,0.1,0.06,0.06,0.02,4.5,1
687,27.99,12462,0.46,0.42,0.1,0.01,0.01,4.3,0.6,27.99,18346,0.65,0.25,0.07,0.01,0.02,4.5,0.7,14.99,18362,0.77,0.1,0.07,0.01,0.05,4.5,1.1,16.99,19351,0.64,0.13,0.12,0.1,0.01,4.3,1.2
688,25.99,17928,0.46,0.44,0.05,0.03,0.02,4.3,0.7,23.99,18201,0.66,0.22,0.04,0.01,0.07,4.4,1.2,12.99,19928,0.57,0.33,0.05,0.02,0.03,4.4,0.8,14.99,16991,0.73,0.11,0.05,0.04,0.07,4.4,1.4
689,25.99,15726,0.73,0.11,0.05,0.04,0.07,4.4,1.4,23.99,10831,0.79,0.1,0.01,0.01,0.09,4.5,1.4,14.99,15267,0.73,0.11,0.05,0.04,0.07,4.4,1.4,12.99,15062,0.79,0.1,0.01,0.01,0.09,4.5,1.4
690,27.99,14683,0.46,0.42,0.1,0.01,0.01,4.3,0.6,27.99,11425,0.67,0.16,0.1,0.03,0.04,4.4,1.1,12.99,14427,0.7,0.09,0.08,0.07,0.06,4.3,1.5,14.99,18191,0.76,0.14,0.01,0.03,0.06,4.5,1.2
691,23.99,18431,0.66,0.22,0.04,0.01,0.07,4.4,1.2,25.99,17946,0.67,0.16,0.1,0.03,0.04,4.4,1.1,16.99,12070,0.53,0.34,0.11,0.01,0.01,4.4,0.6,12.99,12237,0.76,0.1,0.06,0.06,0.02,4.5,1
692,25.99,16816,0.67,0.16,0.1,0.03,0.04,4.4,1.1,23.99,10894,0.63,0.22,0.02,0.06,0.07,4.3,1.4,12.99,13257,0.56,0.35,0.04,0.04,0.01,4.4,0.7,12.99,12450,0.58,0.24,0.11,0.03,0.04,4.3,1.1
693,25.99,14650,0.53,0.34,0.11,0.01,0.01,4.4,0.6,23.99,15848,0.71,0.18,0.05,0.03,0.03,4.5,0.9,16.99,10182,0.56,0.35,0.04,0.04,0.01,4.4,0.7,12.99,17280,0.46,0.44,0.05,0.03,0.02,4.3,0.7
694,23.99,13589,0.79,0.1,0.01,0.01,0.09,4.5,1.4,27.99,19767,0.66,0.22,0.04,0.01,0.07,4.4,1.2,14.99,11136,0.77,0.1,0.07,0.01,0.05,4.5,1.1,14.99,16232,0.65,0.25,0.08,0.01,0.01,4.5,0.6
695,25.99,18404,0.6,0.29,0.05,0.02,0.04,4.4,0.9,25.99,15629,0.78,0.08,0.03,0.05,0.06,4.5,1.3,16.99,16887,0.85,0.03,0.02,0.01,0.09,4.5,1.5,16.99,11466,0.46,0.44,0.05,0.03,0.02,4.3,0.7
696,27.99,11829,0.56,0.25,0.14,0.03,0.02,4.3,0.9,27.99,12929,0.65,0.25,0.07,0.01,0.02,4.5,0.7,14.99,13651,0.78,0.08,0.03,0.05,0.06,4.5,1.3,12.99,16077,0.58,0.24,0.11,0.03,0.04,4.3,1.1
697,27.99,10931,0.53,0.34,0.11,0.01,0.01,4.4,0.6,25.99,16600,0.85,0.03,0.02,0.01,0.09,4.5,1.5,14.99,19638,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,15485,0.58,0.24,0.11,0.03,0.04,4.3,1.1
698,27.99,18593,0.61,0.24,0.04,0.05,0.06,4.3,1.3,23.99,15958,0.61,0.24,0.04,0.05,0.06,4.3,1.3,16.99,13007,0.79,0.1,0.01,0.01,0.09,4.5,1.4,12.99,19933,0.57,0.33,0.05,0.02,0.03,4.4,0.8
699,23.99,11708,0.7,0.09,0.08,0.07,0.06,4.3,1.5,23.99,13275,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,16019,0.57,0.33,0.05,0.02,0.03,4.4,0.8,12.99,13708,0.72,0.11,0.08,0.03,0.06,4.4,1.3
700,25.99,19232,0.78,0.08,0.03,0.05,0.06,4.5,1.3,27.99,11944,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,10288,0.73,0.11,0.05,0.04,0.07,4.4,1.4,12.99,17223,0.76,0.1,0.06,0.06,0.02,4.5,1
701,23.99,16952,0.46,0.44,0.05,0.03,0.02,4.3,0.7,23.99,16422,0.72,0.15,0.01,0.03,0.09,4.4,1.5,16.99,17637,0.51,0.33,0.11,0.03,0.02,4.3,0.8,14.99,19482,0.85,0.03,0.02,0.01,0.09,4.5,1.5
702,25.99,13850,0.65,0.25,0.07,0.01,0.02,4.5,0.7,23.99,12973,0.61,0.24,0.04,0.05,0.06,4.3,1.3,14.99,12983,0.66,0.22,0.04,0.01,0.07,4.4,1.2,16.99,16491,0.79,0.1,0.01,0.01,0.09,4.5,1.4
703,23.99,10955,0.56,0.25,0.14,0.03,0.02,4.3,0.9,25.99,19961,0.72,0.11,0.08,0.03,0.06,4.4,1.3,12.99,12881,0.64,0.23,0.06,0.04,0.03,4.4,1,14.99,15122,0.79,0.1,0.01,0.01,0.09,4.5,1.4
704,27.99,16824,0.59,0.2,0.14,0.05,0.02,4.3,1,25.99,15515,0.64,0.13,0.12,0.1,0.01,4.3,1.2,12.99,11687,0.57,0.33,0.05,0.02,0.03,4.4,0.8,16.99,15658,0.59,0.2,0.14,0.05,0.02,4.3,1
705,25.99,18003,0.76,0.1,0.06,0.06,0.02,4.5,1,25.99,19078,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,12498,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,16412,0.46,0.42,0.1,0.01,0.01,4.3,0.6
706,27.99,15988,0.65,0.25,0.08,0.01,0.01,4.5,0.6,27.99,12248,0.76,0.1,0.06,0.06,0.02,4.5,1,12.99,10261,0.72,0.15,0.01,0.03,0.09,4.4,1.5,16.99,12135,0.46,0.44,0.05,0.03,0.02,4.3,0.7
707,27.99,11471,0.72,0.15,0.01,0.03,0.09,4.4,1.5,25.99,15539,0.67,0.16,0.1,0.03,0.04,4.4,1.1,12.99,13185,0.7,0.09,0.08,0.07,0.06,4.3,1.5,14.99,19913,0.85,0.03,0.02,0.01,0.09,4.5,1.5
708,23.99,11865,0.64,0.13,0.12,0.1,0.01,4.3,1.2,27.99,14770,0.56,0.35,0.04,0.04,0.01,4.4,0.7,14.99,15905,0.64,0.13,0.12,0.1,0.01,4.3,1.2,14.99,19327,0.77,0.1,0.07,0.01,0.05,4.5,1.1
709,25.99,10026,0.56,0.35,0.04,0.04,0.01,4.4,0.7,27.99,11938,0.63,0.22,0.02,0.06,0.07,4.3,1.4,12.99,15745,0.46,0.44,0.05,0.03,0.02,4.3,0.7,16.99,17045,0.77,0.1,0.07,0.01,0.05,4.5,1.1
710,25.99,12569,0.7,0.09,0.08,0.07,0.06,4.3,1.5,27.99,18300,0.51,0.33,0.11,0.03,0.02,4.3,0.8,12.99,15391,0.77,0.1,0.07,0.01,0.05,4.5,1.1,16.99,12027,0.59,0.2,0.14,0.05,0.02,4.3,1
711,23.99,11196,0.72,0.15,0.01,0.03,0.09,4.4,1.5,23.99,19233,0.46,0.42,0.1,0.01,0.01,4.3,0.6,14.99,11007,0.7,0.09,0.08,0.07,0.06,4.3,1.5,12.99,15891,0.65,0.25,0.08,0.01,0.01,4.5,0.6
712,25.99,17239,0.79,0.1,0.01,0.01,0.09,4.5,1.4,23.99,10776,0.64,0.13,0.12,0.1,0.01,4.3,1.2,14.99,15271,0.67,0.21,0.08,0.01,0.03,4.5,0.8,14.99,19449,0.66,0.22,0.04,0.01,0.07,4.4,1.2
713,23.99,11950,0.76,0.1,0.06,0.06,0.02,4.5,1,27.99,18149,0.78,0.08,0.03,0.05,0.06,4.5,1.3,12.99,19977,0.57,0.33,0.05,0.02,0.03,4.4,0.8,14.99,16524,0.67,0.21,0.08,0.01,0.03,4.5,0.8
714,23.99,14062,0.73,0.11,0.05,0.04,0.07,4.4,1.4,27.99,11117,0.63,0.22,0.02,0.06,0.07,4.3,1.4,16.99,13939,0.72,0.11,0.08,0.03,0.06,4.4,1.3,12.99,17431,0.72,0.11,0.08,0.03,0.06,4.4,1.3
715,25.99,14725,0.56,0.35,0.04,0.04,0.01,4.4,0.7,27.99,16772,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,18980,0.77,0.1,0.07,0.01,0.05,4.5,1.1,14.99,15788,0.67,0.16,0.1,0.03,0.04,4.4,1.1
716,27.99,12391,0.6,0.29,0.05,0.02,0.04,4.4,0.9,27.99,14382,0.58,0.24,0.11,0.03,0.04,4.3,1.1,16.99,15557,0.66,0.22,0.04,0.01,0.07,4.4,1.2,12.99,12277,0.78,0.08,0.03,0.05,0.06,4.5,1.3
717,27.99,10818,0.73,0.11,0.05,0.04,0.07,4.4,1.4,27.99,13161,0.85,0.03,0.02,0.01,0.09,4.5,1.5,16.99,10477,0.64,0.13,0.12,0.1,0.01,4.3,1.2,12.99,12732,0.65,0.25,0.07,0.01,0.02,4.5,0.7
718,23.99,19103,0.64,0.13,0.12,0.1,0.01,4.3,1.2,27.99,12603,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,13783,0.63,0.22,0.02,0.06,0.07,4.3,1.4,16.99,15738,0.46,0.42,0.1,0.01,0.01,4.3,0.6
719,23.99,14833,0.64,0.23,0.06,0.04,0.03,4.4,1,23.99,10631,0.56,0.25,0.14,0.03,0.02,4.3,0.9,12.99,17581,0.72,0.11,0.08,0.03,0.06,4.4,1.3,16.99,13917,0.65,0.25,0.07,0.01,0.02,4.5,0.7
720,23.99,18410,0.76,0.14,0.01,0.03,0.06,4.5,1.2,25.99,16461,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,16771,0.57,0.33,0.05,0.02,0.03,4.4,0.8,16.99,16811,0.64,0.13,0.12,0.1,0.01,4.3,1.2
721,25.99,19618,0.66,0.22,0.04,0.01,0.07,4.4,1.2,25.99,15063,0.72,0.15,0.01,0.03,0.09,4.4,1.5,12.99,13144,0.64,0.13,0.12,0.1,0.01,4.3,1.2,14.99,10665,0.64,0.13,0.12,0.1,0.01,4.3,1.2
722,23.99,17159,0.64,0.13,0.12,0.1,0.01,4.3,1.2,23.99,12375,0.76,0.14,0.01,0.03,0.06,4.5,1.2,14.99,10992,0.61,0.24,0.04,0.05,0.06,4.3,1.3,16.99,19342,0.56,0.25,0.14,0.03,0.02,4.3,0.9
723,27.99,16201,0.85,0.03,0.02,0.01,0.09,4.5,1.5,23.99,17389,0.57,0.33,0.05,0.02,0.03,4.4,0.8,16.99,12884,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,14476,0.78,0.08,0.03,0.05,0.06,4.5,1.3
724,23.99,10722,0.71,0.18,0.05,0.03,0.03,4.5,0.9,25.99,19361,0.64,0.13,0.12,0.1,0.01,4.3,1.2,14.99,16682,0.61,0.24,0.04,0.05,0.06,4.3,1.3,12.99,13958,0.76,0.1,0.06,0.06,0.02,4.5,1
725,25.99,10102,0.46,0.44,0.05,0.03,0.02,4.3,0.7,27.99,17045,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,11778,0.7,0.09,0.08,0.07,0.06,4.3,1.5,14.99,17248,0.67,0.21,0.08,0.01,0.03,4.5,0.8
726,27.99,13165,0.78,0.08,0.03,0.05,0.06,4.5,1.3,25.99,19722,0.46,0.42,0.1,0.01,0.01,4.3,0.6,16.99,16616,0.64,0.23,0.06,0.04,0.03,4.4,1,12.99,10416,0.51,0.33,0.11,0.03,0.02,4.3,0.8
727,23.99,18919,0.65,0.25,0.07,0.01,0.02,4.5,0.7,23.99,19576,0.56,0.35,0.04,0.04,0.01,4.4,0.7,16.99,19397,0.76,0.1,0.06,0.06,0.02,4.5,1,16.99,16719,0.59,0.2,0.14,0.05,0.02,4.3,1
728,23.99,11512,0.67,0.21,0.08,0.01,0.03,4.5,0.8,27.99,13203,0.71,0.18,0.05,0.03,0.03,4.5,0.9,14.99,14323,0.65,0.25,0.08,0.01,0.01,4.5,0.6,12.99,16114,0.58,0.24,0.11,0.03,0.04,4.3,1.1
729,25.99,10965,0.58,0.24,0.11,0.03,0.04,4.3,1.1,23.99,18261,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,19026,0.56,0.35,0.04,0.04,0.01,4.4,0.7,12.99,16474,0.63,0.22,0.02,0.06,0.07,4.3,1.4
730,25.99,15407,0.65,0.25,0.07,0.01,0.02,4.5,0.7,27.99,19101,0.65,0.25,0.07,0.01,0.02,4.5,0.7,16.99,14980,0.71,0.18,0.05,0.03,0.03,4.5,0.9,16.99,18943,0.67,0.21,0.08,0.01,0.03,4.5,0.8
731,25.99,17799,0.7,0.09,0.08,0.07,0.06,4.3,1.5,25.99,17900,0.67,0.16,0.1,0.03,0.04,4.4,1.1,16.99,16054,0.72,0.11,0.08,0.03,0.06,4.4,1.3,16.99,18956,0.85,0.03,0.02,0.01,0.09,4.5,1.5
732,27.99,19403,0.78,0.08,0.03,0.05,0.06,4.5,1.3,25.99,12103,0.72,0.11,0.08,0.03,0.06,4.4,1.3,16.99,17736,0.65,0.25,0.08,0.01,0.01,4.5,0.6,14.99,10237,0.67,0.16,0.1,0.03,0.04,4.4,1.1
733,27.99,19570,0.77,0.1,0.07,0.01,0.05,4.5,1.1,27.99,16587,0.59,0.2,0.14,0.05,0.02,4.3,1,16.99,10416,0.73,0.11,0.05,0.04,0.07,4.4,1.4,16.99,10875,0.65,0.25,0.08,0.01,0.01,4.5,0.6
734,25.99,18673,0.59,0.2,0.14,0.05,0.02,4.3,1,23.99,16582,0.64,0.23,0.06,0.04,0.03,4.4,1,16.99,11459,0.7,0.09,0.08,0.07,0.06,4.3,1.5,14.99,12677,0.7,0.09,0.08,0.07,0.06,4.3,1.5
735,25.99,11883,0.72,0.15,0.01,0.03,0.09,4.4,1.5,27.99,18081,0.64,0.13,0.12,0.1,0.01,4.3,1.2,16.99,12781,0.66,0.22,0.04,0.01,0.07,4.4,1.2,14.99,17478,0.65,0.25,0.08,0.01,0.01,4.5,0.6
736,25.99,17348,0.67,0.16,0.1,0.03,0.04,4.4,1.1,25.99,11002,0.51,0.33,0.11,0.03,0.02,4.3,0.8,16.99,14268,0.64,0.23,0.06,0.04,0.03,4.4,1,16.99,16659,0.67,0.16,0.1,0.03,0.04,4.4,1.1
737,27.99,16566,0.73,0.11,0.05,0.04,0.07,4.4,1.4,27.99,15335,0.77,0.1,0.07,0.01,0.05,4.5,1.1,14.99,12202,0.63,0.22,0.02,0.06,0.07,4.3,1.4,12.99,11593,0.46,0.44,0.05,0.03,0.02,4.3,0.7
738,25.99,18976,0.46,0.44,0.05,0.03,0.02,4.3,0.7,25.99,11752,0.79,0.1,0.01,0.01,0.09,4.5,1.4,14.99,13588,0.53,0.34,0.11,0.01,0.01,4.4,0.6,16.99,19676,0.76,0.14,0.01,0.03,0.06,4.5,1.2
739,27.99,13699,0.77,0.1,0.07,0.01,0.05,4.5,1.1,25.99,12018,0.78,0.08,0.03,0.05,0.06,4.5,1.3,16.99,14539,0.72,0.11,0.08,0.03,0.06,4.4,1.3,16.99,13535,0.56,0.35,0.04,0.04,0.01,4.4,0.7
740,27.99,18877,0.7,0.09,0.08,0.07,0.06,4.3,1.5,23.99,15962,0.46,0.42,0.1,0.01,0.01,4.3,0.6,12.99,10510,0.56,0.25,0.14,0.03,0.02,4.3,0.9,14.99,16902,0.7,0.09,0.08,0.07,0.06,4.3,1.5
741,23.99,16847,0.56,0.25,0.14,0.03,0.02,4.3,0.9,25.99,11513,0.72,0.15,0.01,0.03,0.09,4.4,1.5,14.99,13726,0.61,0.24,0.04,0.05,0.06,4.3,1.3,16.99,16065,0.65,0.25,0.07,0.01,0.02,4.5,0.7
742,25.99,14141,0.73,0.11,0.05,0.04,0.07,4.4,1.4,27.99,19641,0.72,0.15,0.01,0.03,0.09,4.4,1.5,16.99,15025,0.65,0.25,0.08,0.01,0.01,4.5,0.6,14.99,16546,0.76,0.14,0.01,0.03,0.06,4.5,1.2
743,27.99,13492,0.66,0.22,0.04,0.01,0.07,4.4,1.2,27.99,16312,0.61,0.24,0.04,0.05,0.06,4.3,1.3,16.99,10936,0.77,0.1,0.07,0.01,0.05,4.5,1.1,14.99,17564,0.63,0.22,0.02,0.06,0.07,4.3,1.4
744,27.99,17800,0.57,0.33,0.05,0.02,0.03,4.4,0.8,25.99,18185,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,10790,0.72,0.11,0.08,0.03,0.06,4.4,1.3,14.99,16805,0.72,0.11,0.08,0.03,0.06,4.4,1.3
745,25.99,17484,0.65,0.25,0.08,0.01,0.01,4.5,0.6,25.99,13966,0.76,0.14,0.01,0.03,0.06,4.5,1.2,12.99,13474,0.77,0.1,0.07,0.01,0.05,4.5,1.1,12.99,18374,0.58,0.24,0.11,0.03,0.04,4.3,1.1
746,27.99,13250,0.79,0.1,0.01,0.01,0.09,4.5,1.4,25.99,19226,0.59,0.2,0.14,0.05,0.02,4.3,1,12.99,11454,0.77,0.1,0.07,0.01,0.05,4.5,1.1,14.99,15913,0.76,0.1,0.06,0.06,0.02,4.5,1
747,27.99,16190,0.78,0.08,0.03,0.05,0.06,4.5,1.3,25.99,18922,0.72,0.15,0.01,0.03,0.09,4.4,1.5,16.99,17464,0.51,0.33,0.11,0.03,0.02,4.3,0.8,14.99,11953,0.46,0.44,0.05,0.03,0.02,4.3,0.7
748,25.99,18411,0.79,0.1,0.01,0.01,0.09,4.5,1.4,27.99,18529,0.72,0.15,0.01,0.03,0.09,4.4,1.5,16.99,17887,0.76,0.1,0.06,0.06,0.02,4.5,1,12.99,15179,0.59,0.2,0.14,0.05,0.02,4.3,1
749,27.99,18297,0.58,0.24,0.11,0.03,0.04,4.3,1.1,23.99,16492,0.78,0.08,0.03,0.05,0.06,4.5,1.3,12.99,13533,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,14555,0.73,0.11,0.05,0.04,0.07,4.4,1.4
750,25.99,13926,0.7,0.09,0.08,0.07,0.06,4.3,1.5,27.99,19150,0.58,0.24,0.11,0.03,0.04,4.3,1.1,14.99,14995,0.73,0.11,0.05,0.04,0.07,4.4,1.4,16.99,13110,0.73,0.11,0.05,0.04,0.07,4.4,1.4
751,25.99,12765,0.65,0.25,0.08,0.01,0.01,4.5,0.6,25.99,17368,0.76,0.1,0.06,0.06,0.02,4.5,1,14.99,16783,0.58,0.24,0.11,0.03,0.04,4.3,1.1,16.99,19127,0.7,0.09,0.08,0.07,0.06,4.3,1.5
752,25.99,10407,0.46,0.42,0.1,0.01,0.01,4.3,0.6,25.99,16362,0.79,0.1,0.01,0.01,0.09,4.5,1.4,14.99,13726,0.65,0.25,0.08,0.01,0.01,4.5,0.6,12.99,18379,0.71,0.18,0.05,0.03,0.03,4.5,0.9
753,27.99,17370,0.59,0.2,0.14,0.05,0.02,4.3,1,25.99,15320,0.53,0.34,0.11,0.01,0.01,4.4,0.6,14.99,14854,0.46,0.42,0.1,0.01,0.01,4.3,0.6,12.99,14867,0.67,0.21,0.08,0.01,0.03,4.5,0.8
754,23.99,17450,0.65,0.25,0.07,0.01,0.02,4.5,0.7,25.99,19649,0.85,0.03,0.02,0.01,0.09,4.5,1.5,16.99,12263,0.76,0.1,0.06,0.06,0.02,4.5,1,14.99,16117,0.76,0.1,0.06,0.06,0.02,4.5,1
755,27.99,15988,0.65,0.25,0.07,0.01,0.02,4.5,0.7,23.99,17426,0.65,0.25,0.08,0.01,0.01,4.5,0.6,12.99,18822,0.67,0.16,0.1,0.03,0.04,4.4,1.1,12.99,19810,0.72,0.15,0.01,0.03,0.09,4.4,1.5
756,27.99,19859,0.85,0.03,0.02,0.01,0.09,4.5,1.5,23.99,16485,0.56,0.35,0.04,0.04,0.01,4.4,0.7,14.99,17355,0.67,0.21,0.08,0.01,0.03,4.5,0.8,14.99,12167,0.78,0.08,0.03,0.05,0.06,4.5,1.3
757,23.99,13495,0.73,0.11,0.05,0.04,0.07,4.4,1.4,23.99,12162,0.7,0.09,0.08,0.07,0.06,4.3,1.5,12.99,16894,0.72,0.11,0.08,0.03,0.06,4.4,1.3,12.99,15234,0.56,0.35,0.04,0.04,0.01,4.4,0.7
758,25.99,15548,0.53,0.34,0.11,0.01,0.01,4.4,0.6,23.99,13583,0.59,0.2,0.14,0.05,0.02,4.3,1,12.99,19615,0.72,0.11,0.08,0.03,0.06,4.4,1.3,16.99,15063,0.72,0.15,0.01,0.03,0.09,4.4,1.5
759,27.99,14073,0.71,0.18,0.05,0.03,0.03,4.5,0.9,25.99,12328,0.72,0.11,0.08,0.03,0.06,4.4,1.3,16.99,15205,0.72,0.15,0.01,0.03,0.09,4.4,1.5,12.99,12904,0.65,0.25,0.07,0.01,0.02,4.5,0.7
760,25.99,14290,0.64,0.23,0.06,0.04,0.03,4.4,1,27.99,14667,0.66,0.22,0.04,0.01,0.07,4.4,1.2,16.99,16130,0.51,0.33,0.11,0.03,0.02,4.3,0.8,14.99,11362,0.76,0.1,0.06,0.06,0.02,4.5,1
761,23.99,12587,0.57,0.33,0.05,0.02,0.03,4.4,0.8,25.99,12635,0.64,0.13,0.12,0.1,0.01,4.3,1.2,14.99,15220,0.85,0.03,0.02,0.01,0.09,4.5,1.5,12.99,12347,0.67,0.21,0.08,0.01,0.03,4.5,0.8
762,25.99,13817,0.78,0.08,0.03,0.05,0.06,4.5,1.3,27.99,13799,0.85,0.03,0.02,0.01,0.09,4.5,1.5,14.99,19270,0.77,0.1,0.07,0.01,0.05,4.5,1.1,14.99,10983,0.63,0.22,0.02,0.06,0.07,4.3,1.4
763,23.99,15113,0.73,0.11,0.05,0.04,0.07,4.4,1.4,25.99,12319,0.65,0.25,0.07,0.01,0.02,4.5,0.7,16.99,19879,0.72,0.11,0.08,0.03,0.06,4.4,1.3,12.99,14289,0.63,0.22,0.02,0.06,0.07,4.3,1.4
764,25.99,12348,0.72,0.11,0.08,0.03,0.06,4.4,1.3,27.99,15253,0.51,0.33,0.11,0.03,0.02,4.3,0.8,12.99,14726,0.76,0.14,0.01,0.03,0.06,4.5,1.2,16.99,10252,0.67,0.21,0.08,0.01,0.03,4.5,0.8
765,23.99,11530,0.53,0.34,0.11,0.01,0.01,4.4,0.6,27.99,13979,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,17989,0.64,0.13,0.12,0.1,0.01,4.3,1.2,16.99,16707,0.67,0.21,0.08,0.01,0.03,4.5,0.8
766,27.99,10474,0.58,0.24,0.11,0.03,0.04,4.3,1.1,23.99,12877,0.46,0.44,0.05,0.03,0.02,4.3,0.7,12.99,17989,0.71,0.18,0.05,0.03,0.03,4.5,0.9,14.99,19297,0.63,0.22,0.02,0.06,0.07,4.3,1.4
767,25.99,11157,0.72,0.11,0.08,0.03,0.06,4.4,1.3,25.99,14782,0.57,0.33,0.05,0.02,0.03,4.4,0.8,12.99,18142,0.56,0.25,0.14,0.03,0.02,4.3,0.9,16.99,19717,0.6,0.29,0.05,0.02,0.04,4.4,0.9
768,23.99,11943,0.63,0.22,0.02,0.06,0.07,4.3,1.4,23.99,16848,0.46,0.42,0.1,0.01,0.01,4.3,0.6,14.99,15507,0.7,0.09,0.08,0.07,0.06,4.3,1.5,14.99,17388,0.72,0.15,0.01,0.03,0.09,4.4,1.5
769,27.99,11077,0.72,0.15,0.01,0.03,0.09,4.4,1.5,23.99,15944,0.73,0.11,0.05,0.04,0.07,4.4,1.4,16.99,17651,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,19752,0.65,0.25,0.07,0.01,0.02,4.5,0.7
770,23.99,16215,0.67,0.16,0.1,0.03,0.04,4.4,1.1,25.99,19947,0.58,0.24,0.11,0.03,0.04,4.3,1.1,14.99,14844,0.65,0.25,0.08,0.01,0.01,4.5,0.6,16.99,15753,0.63,0.22,0.02,0.06,0.07,4.3,1.4
771,23.99,13430,0.72,0.15,0.01,0.03,0.09,4.4,1.5,27.99,10710,0.56,0.35,0.04,0.04,0.01,4.4,0.7,14.99,17579,0.65,0.25,0.08,0.01,0.01,4.5,0.6,14.99,13398,0.73,0.11,0.05,0.04,0.07,4.4,1.4
772,25.99,18803,0.66,0.22,0.04,0.01,0.07,4.4,1.2,25.99,10875,0.56,0.25,0.14,0.03,0.02,4.3,0.9,16.99,14093,0.85,0.03,0.02,0.01,0.09,4.5,1.5,12.99,16741,0.57,0.33,0.05,0.02,0.03,4.4,0.8
773,27.99,15203,0.67,0.16,0.1,0.03,0.04,4.4,1.1,27.99,17014,0.78,0.08,0.03,0.05,0.06,4.5,1.3,16.99,16468,0.72,0.15,0.01,0.03,0.09,4.4,1.5,12.99,19440,0.72,0.15,0.01,0.03,0.09,4.4,1.5
774,23.99,17009,0.76,0.14,0.01,0.03,0.06,4.5,1.2,23.99,19723,0.56,0.25,0.14,0.03,0.02,4.3,0.9,12.99,11547,0.61,0.24,0.04,0.05,0.06,4.3,1.3,14.99,17128,0.65,0.25,0.08,0.01,0.01,4.5,0.6
775,23.99,17814,0.56,0.25,0.14,0.03,0.02,4.3,0.9,27.99,13138,0.77,0.1,0.07,0.01,0.05,4.5,1.1,14.99,10054,0.64,0.23,0.06,0.04,0.03,4.4,1,16.99,16633,0.76,0.1,0.06,0.06,0.02,4.5,1
776,23.99,16728,0.71,0.18,0.05,0.03,0.03,4.5,0.9,27.99,11959,0.76,0.1,0.06,0.06,0.02,4.5,1,16.99,17101,0.85,0.03,0.02,0.01,0.09,4.5,1.5,12.99,13122,0.72,0.15,0.01,0.03,0.09,4.4,1.5
777,25.99,15593,0.77,0.1,0.07,0.01,0.05,4.5,1.1,27.99,12819,0.65,0.25,0.07,0.01,0.02,4.5,0.7,16.99,12893,0.61,0.24,0.04,0.05,0.06,4.3,1.3,16.99,15727,0.66,0.22,0.04,0.01,0.07,4.4,1.2
778,23.99,13684,0.64,0.23,0.06,0.04,0.03,4.4,1,27.99,10434,0.79,0.1,0.01,0.01,0.09,4.5,1.4,16.99,14917,0.76,0.14,0.01,0.03,0.06,4.5,1.2,16.99,17797,0.71,0.18,0.05,0.03,0.03,4.5,0.9
779,25.99,15493,0.56,0.25,0.14,0.03,0.02,4.3,0.9,27.99,18611,0.76,0.1,0.06,0.06,0.02,4.5,1,12.99,10433,0.56,0.35,0.04,0.04,0.01,4.4,0.7,14.99,13308,0.76,0.1,0.06,0.06,0.02,4.5,1
